,DATA,TITULO,KW,RESUMO,URL,TARGET
10,2019-03-08 00:00:00,"'Era tudo flores e acabou nisso', diz mineira que foi espancada e deixada em estrada no Espírito Santo","['acabou', 'espírito', 'salvador', 'cansei', 'espancada', 'deixada', 'amaral', 'vítima', 'nisso', 'jane', 'santo', 'flores', 'disse', 'tentativa', 'irmão', 'mineira', 'cherubim', 'estrada', 'jonas']","Contudo, segundo Salvador Cherubim, a vítima de tentativa de feminicídio segue internada sem previsão de alta.
Com a gente ela fala com um pouco de dificuldade, mas esclarece o caso"", contou Salvador Cherubim ao MG1.
O suspeito das agressões é o namorado dela, Jonas Amaral.
“Ela tava muito machucada, seminua, sem as peças íntimas, unha quebrada, machucada da cabeça aos pés”, contou o irmão de Jane, Salvador Cherubim.
Em depoimento à polícia, o irmão de Jane disse que ela nunca se queixou do namorado, mas que ele tinha muito ciúmes.","https://g1.globo.com/mg/zona-da-mata/noticia/2019/03/08/era-tudo-flores-e-acabou-nisso-diz-mineira-que-foi-espancada-e-deixada-em-estrada-no-espirito-santo.ghtml
",0
11,2019-03-08 01:05:00,"Por que o Dia Internacional da Mulher é para reflexão, e não para flores ou bombons","['flores', 'essencialmente', 'março', '8', 'mulher', 'luta', 'direitos', 'mulheres', 'homens', 'data', 'internacional', 'reflexão', 'bombons']","Criada pela ONU, a data não é de festa: reflete a luta histórica por direitos e oportunidadesMuito se fala sobre o motivo de o 8 de março ter sido escolhido o Dia Internacional da Mulher.
Em 1975, o 8 de março foi oficializado pela ONU como o Dia Internacional da Mulher.
— O Dia Internacional da Mulher joga luz sobre essa situação.
Ou seja, é um dia de mobilização, não de homenagem a pessoas especiais com flores e bombons.
Por isso, neste 8 de março, ao encontrar uma mulher, em vez de oferecer flores e desejar feliz dia, olhe para ela e diga: estou com você nessa luta.","https://oglobo.globo.com/celina/por-que-dia-internacional-da-mulher-para-reflexao-nao-para-flores-ou-bombons-23506997
",0
12,2019-03-08 00:00:00,"Em troca de fundo do MPF, Petrobras repassará dados aos EUA","['doj', 'mpf', 'brasil', 'negócios', 'fundo', 'eua', 'dinheiro', 'acordo', 'relatórios', 'informações', 'governo', 'troca', 'petrobras', 'dados', 'repassará']","Negócios internacionaisPor Fernando MartinesAo que tudo indica, a ""lava jato"" se tornou um canal para o governo dos Estados Unidos ter acesso aos negócios da Petrobras.
Em troca do dinheiro vir para o Brasil, a Petrobras se comprometeu a repassar informações confidenciais sobre seus negócios ao governo norte-americano.
O acordo diz que a Petrobras pagaria US$ 853 milhões de multas para que não fosse processada pelos crimes de que é acusada nos EUA.
Mas os anexos é que tratam do principal: o destino do dinheiro em troca das informações sobre as atividades da Petrobras.
Clique aqui para ler o acordo entre Petrobras e EUA","https://www.conjur.com.br/2019-mar-08/troca-alimentar-fundo-mp-petrobras-repassara-dados-aos-eua
",0
13,2019-03-08 00:00:00,Sobe para 197 o número de mortos identificados na tragédia da Vale em Brumadinho,"['vale', 'brumadinho', 'mortos', 'identificados', 'civil', 'defesa', 'tragédia', 'brumadinhosegundo', 'continuam', '197', 'desaparecidas', 'sobe']","Sobe para 197 o número de mortos identificados na tragédia da Vale em BrumadinhoSegundo a Defesa Civil, 111 pessoas continuam desaparecidas.","https://g1.globo.com/mg/minas-gerais/noticia/2019/03/08/sobe-para-197-o-numero-de-mortes-confirmadas-na-tragedia-da-vale-em-brumadinho.ghtml
",0
14,,A irresponsável declaração de Bolsonaro no Dia Internacional da Mulher,"['bolsonaro', 'declaração', 'país', 'brasil', 'irresponsável', 'pesquisa', 'mulher', 'cargos', 'afirmou', 'mulheres', 'homens', 'internacional', 'gênero']","Somente um pequeno detalhe: cada uma dessas mulheres que está aqui equivale por 10 homens.
A garra dessas duas transmite energia para os demais”, disse ele em tom condescendente, nesta sexta-feira (08), em cerimônia em homenagem ao Dia Internacional da Mulher, no Palácio do Planalto.
E boa parte disso é graças à garra, à vontade, à determinação, à dedicação e à fé das mulheres.
E é particularmente irresponsável tal declaração se analisarmos alguns outros dados.
Então, Bolsonaro, quando o seu governo tiver 11 homens e 11 mulheres nos cargos ministeriais, aí, sim, você vai poder dizer que o número está equilibrado pela primeira vez nesse país.","https://mdemulher.abril.com.br/estilo-de-vida/a-irresponsavel-declaracao-de-bolsonaro-no-dia-internacional-da-mulher/
",0
15,2019-03-08 19:03:16,Morre o policial militar baleado na Rocinha,"['polícia', 'zona', 'upp', 'sul', 'policial', 'confronto', 'soldado', 'rio', 'pm', 'morre', 'rocinha', 'comunidade', 'militar', 'baleado']","Rafael Nascimento Tamanho do textoRIO — O soldado da Polícia Militar Leandro Venerando Costa da Silva, 33 anos, não resistiu aos ferimentos e morreu nesta sexta-feira.
Ele foi baleado na Rocinha, Zona Sul do Rio, durante um confronto na comunidade nesta manhã.
Ferideo, ele foi socorrido e levado para o Hospital municipal Miguel Couto, também na Zona Sul do Rio.
Por meio de nota, a Polícia Militar lamentou a morte do Leandro.
De acordo com a Polícia Militar, houve um confronto entre PMs da UPP da comunidade e um bando armado.","https://extra.globo.com/casos-de-policia/morre-policial-militar-baleado-na-rocinha-23509023.html
",0
16,2019-03-08 00:00:00,Homicídio contra mulher e feminicídio demandam políticas públicas específicas,"['brasil', 'demandam', 'violentas', 'mulher', 'públicas', '2018', 'mulheres', 'políticas', 'estados', 'aumento', 'homicídio', 'mortes', 'específicas', 'feminicídio', 'violência', 'ceará']","O ano de 2019 começou com boas e más notícias no que diz respeito ao número de mortes violentas no Brasil.
No Brasil, no ano de 2018, os homicídios de mulheres representaram cerca de 8,7% dos total de assassinatos no país.
Quando as vítimas são mulheres, as mortes podem ser classificadas como feminicídios se o crime for motivado pela condição de gênero.
Segundo os dados levantados pelo Monitor da Violência, 16 unidades da federação tiveram aumento dos registros de feminicídio em 2018 em relação ao ano anterior.
Vale lembrar que logo no início de 2018 o Ceará foi palco de uma chacina que vitimou 14 pessoas, sendo 8 mulheres.","https://g1.globo.com/monitor-da-violencia/noticia/2019/03/08/homicidio-contra-mulher-e-feminicidio-demandam-politicas-publicas-especificas.ghtml
",0
17,2019-03-08 20:30:20,Professor de jiu-jítsu assassinado no Andaraí é enterrado sob forte comoção,"['rodrigo', 'professor', 'amigos', 'jiujítsu', 'comoção', 'tijuca', 'segurança', 'assassinado', 'quitinetes', 'rua', 'andaraí', 'cafu', 'tráfico', 'tiros', 'enterrado', 'forte']","Flávia Junqueira Tamanho do textoAs três salvas de palmas em homenagem ao professor e mestre de jiu-jítsu Rodrigo Tawil Fernandes, assassinado com 14 tiros na noite desta quinta-feira, ecoaram pelo Cemitério do Caju.
Um segundo carrinho foi necessário para levar todas as coroas de flores que chegaram à Capela E, que ficou pequena para tantas despedidas.
Rodrigo, conhecido como Cafu, foi morto na Rua Agenor Moreira, no Andaraí.
Além de professor de jiu-jítsu, Cafu tinha uma empresa de segurança que atuava em eventos e também trabalhava para o grupo Sorriso Maroto.
Ele era filho do ex-jogador de futebol Moacir Fernandes, o Cafuringa, que jogou pelo Fluminense, Botafogo e Atlético Mineiro.","https://extra.globo.com/casos-de-policia/professor-de-jiu-jitsu-assassinado-no-andarai-enterrado-sob-forte-comocao-23509280.html
",0
18,2019-03-08 00:00:00,Witzel sanciona lei que impede nomeação de condenados na Maria da Penha em cargos comissionados,"['witzel', 'cargos', 'lei', 'comissionados', 'wilson', 'mulher', 'mulheres', 'metade', 'maria', 'impede', 'secretariado', 'sanciona', 'sancionou', 'nomeação', 'condenados', 'penha']","Witzel sancionou uma lei que impede a nomeação de condenados na Lei Maria da Penha em cargos comissionados — Foto: ReproduçãoNa véspera do Dia Internacional da Mulher, o governador do Rio de Janeiro, Wilson Witzel, sancionou uma lei que impede a nomeação de condenados na Lei Maria da Penha em cargos comissionados.
Governador prometeu mulheres na metade das secretariasDurante a campanha ao governo do estado, Wilson Witzel disse que teria ""mulheres em metade do nosso secretariado"", mas, ainda não chegou perto de cumprir essa promessa.
Até esta sexta (8), Dia Internacional da Mulher, são apenas duas mulheres nas 20 pastas.
As exceções nos dois primeiros meses de governo são Ana Lucia Santoro, no Ambiente e Sustentabilidade, e Fabiana Bentes, no Desenvolvimento Social e Direitos Humanos.
A promessa de representatividade feminina no primeiro escalão foi feita em evento de campanha em 16 de outubro, como noticiou o G1.","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/03/08/witzel-sanciona-lei-que-impede-nomeacao-de-condenados-na-maria-da-penha-em-cargos-comissionados.ghtml
",0
19,2019-03-08 20:45:53,'Saúde absolutamente normal': promotores interrogam João de Deus e desmentem argumentação da defesa,"['diferenciado', 'desmentem', 'atendimento', 'médium', 'laudos', 'joão', 'interrogam', 'quadro', 'argumentação', 'deus', 'saúde', 'defesa', 'prisão', 'absolutamente', 'promotores', 'normal']","Na sala de interrogatórios, o médium reclamava das condições da prisão, cabisbaixo, enquanto aguardava os promotores.
- Ele não tem nenhum quadro de saúde debilitado que possa dar margem à autorização de atendimento diferenciado ou domiciliar.
- Penna acrescenta que João perdeu peso, mas ""está falando normalmente e com aparência normal"" para quem está preso há três meses.
- Não há nada que transpareça a necessidade de um atendimento diferenciado.
- À priori, o estado de saúde dele não é nada que sequer motive tratamento diferenciado ou atendimento emergencial.","https://extra.globo.com/noticias/brasil/saude-absolutamente-normal-promotores-interrogam-joao-de-deus-desmentem-argumentacao-da-defesa-23509332.html
",0
20,2019-03-08 17:24:02,Polícia prende principal suspeito de matar adolescente em Nova Iguaçu,"['polícia', 'adolescente', 'suspeito', 'prende', 'lucas', 'silva', 'principal', 'torres', 'santos', 'última', 'matar', 'quartafeira', 'iguaçu']","Jhony da Silva Gomes, de 28 anos, é o principal suspeito de envolvimento na morte de Lucas Torres dos Santos, de 16 anos Foto: DivulgaçãoExtra Tamanho do textoRIO — A Polícia Civil prendeu o principal suspeito pela morte do adolescente Lucas Torres dos Santos, de 16 anos, nesta quarta-feira.
Identificado como Johnny da Silva Gomes, 28 anos, ele se entregou na delegacia de Nova Iguaçu, a 52ª DP.
Depois, o suspeito foi encaminhado para a Delegacia de Homicídios da Baixada Fluminense (DHBF), responsável pelas investigações.
O adolescente estava desaparecido desde o último sábado, quando saiu para encontrar amigos da escola para aproveitar o carnaval na Praça de Cabuçu, também em Nova Iguaçu.
Lucas Torres dos Santos foi encontrado morto em Nova Iguaçu Foto: ReproduçãoNa última quarta-feira, familiares e amigos de Lucas fizeram uma manifestação justiça:- Ele matou nosso menino de forma cruel, fez muita maldade.","https://extra.globo.com/casos-de-policia/policia-prende-principal-suspeito-de-matar-adolescente-em-nova-iguacu-23508641.html
",0
21,2019-03-08 00:00:00,"'Foi pelo meu posicionamento político', diz dirigente do PT que teve braço quebrado por PMs em delegacia","['atibaia', 'braço', 'disse', 'policial', 'pms', 'policiais', 'justiça', 'algemas', 'político', 'ocorrência', 'quebrado', 'prisão', 'delegacia', 'posicionamento', 'doratioto', 'dirigente', 'pt']","Dirigente do PT em Atibaia, Geovani Doratioto, de 29 anos, prestou depoimento à Ouvidoria das Polícias em São Paulo, na tarde desta sexta-feira (8).
E tudo isso numa campanha contra o assédio no carnaval"", disse Doratioto.
Ele disse que houve provocação por parte de um grupo de pessoas que eram contrários ao posicionamento político dele.
""Eu fui vítima de violência policial depois, na delegacia, quando tiraram minhas algemas, já numa área restrita da delegacia.
Estava doendo demais e eu estava pedindo para que tirassem as algemas"", disse.","https://g1.globo.com/sp/sao-paulo/carnaval/2019/noticia/2019/03/08/foi-pelo-meu-posicionamento-politico-diz-dirigente-do-pt-que-teve-braco-quebrado-por-pms-em-delegacia.ghtml
",0
22,2019-03-08 19:54:20+00:00,"Mourão produz “incêndio amigo” a todo segundo, diz Feliciano a Bolsonaro","['bolsonaro', 'mourão', 'vídeo', 'feliciano', 'vicepresidente', 'vice', 'federal', 'produz', 'presidente', 'amigo', 'incêndio', 'deputado']","PublicidadeO deputado federal Marco Feliciano usou o Twitter para fazer uma série de alertas ao presidente Jair Bolsonaro e seus filhos, o vereador do Rio de Janeiro, Carlos Bolsonaro, e o deputado federal Eduardo Bolsonaro.
Feliciano comentou sobre a mudança de tom que o vídeo divulgado pelo presidente tomou após os dois protagonistas das cenas pornográficas se colocarem como manifestantes contra o conservadorismo.
Foi então que Feliciano falou sobre o vice-presidente, Hamilton Mourão, que sempre dá declarações contraditórias ao presidente.
“Nosso presidente @jairbolsonaro é espancado diariamente na tribuna da @camaradeputados e o despreparo dos poucos e quase inexistente defensores é de dar pena.
Seu vice @GeneralMourao não produz fogo amigo, produz um ‘incêndio’ amigo a todo segundo”.","https://www.gospelprime.com.br/mourao-produz-incendio-amigo-a-todo-segundo-diz-feliciano-a-bolsonaro/
",0
23,2019-03-08 10:57:08-03:00,Feliciano: “O despreparo dos poucos e quase inexistentes defensores de Bolsonaro é de dar pena”,"['bolsonaro', 'pena', 'inexistentes', 'defensores', 'tribuna', 'sangraro', 'feliciano', 'quase', 'umbigos', 'twitter', 'despreparo', 'vice', 'produz', 'péssimaentre', 'amigo']","Aliado de Jair Bolsonaro, o deputado Marco Feliciano (Podemos) foi ao Twitter hoje criticar a comunicação do governo, que, segundo ele, está “péssima”.
Entre outras coisas, Feliciano diz:“A esquerda é profissional e, me perdoem, somos amadores.
Ou vocês criam um grupo política e intelectualmente preparado, ou todos os dias irão sangrar.”“O ego daqueles que vocês elegeram está tão inflado que só enxergam seus umbigos.
Alguns ministros estão deslumbrados com os holofotes.”“Nosso presidente é espancado diariamente na tribuna da Câmara e o despreparo dos poucos e quase inexistentes defensores é de dar pena.
Seu vice não produz ‘fogo amigo’, produz ‘incêndio amigo’ a todo segundo.”","https://www.oantagonista.com/brasil/feliciano-o-despreparo-dos-poucos-e-quase-inexistentes-defensores-de-bolsonaro-e-de-dar-pena/
",0
24,,"Por “questão de segurança”, Edison Brittes Jr. é transferido para Curitiba","['edison', 'paraná', 'preso', 'transferido', 'brittes', 'segurança', 'pinhais', 'josé', 'casa', 'curitiba', 'custódia', 'junior', 'jogador', 'jr']","Assassino confesso do jogador Daniel Corrêa de Freitas, Edison Brittes Junior foi transferido na manhã desta sexta-feira (8) para a Casa de Custódia de Curitiba.
De acordo com o Departamento Penitenciário do Paraná (Depen-PR), ele foi retirado da Casa de Custódia de São José dos Pinhais, onde estava preso, por “questão de segurança”.
Leia também: Selfies dos réus, bate-boca e ironias: veja como foi a primeira parte das audiências do caso DanielO Depen não confirmou o motivo da transferência.
A reportagem da Tribuna do Paraná apurou, no entanto, que a suposta razão seria um bilhete que teria chegado às mãos do empresário, com uma oferta de outro preso para providenciar a fuga de Brittes Junior em troca de pagamento em dinheiro.
Já a defesa dos Brittes, em nota, disse que “recebeu com estranheza a informação do suposto bilhete que teria circulado e sido encontrado dentro da Casa de Custódia de São José dos Pinhais em data e horário em que Edison Brittes Júnior estava no Fórum de São José dos Pinhais acompanhado as audiências que investigam a morte do jogador Daniel”.","https://www.gazetadopovo.com.br/curitiba/por-questao-de-seguranca-edison-brittes-jr-e-transferido-para-curitiba-8pyw2ogntdvhu7s09ez7myxvr/
",0
25,,Homem é preso por estuprar a própria sogra de 101 anos,"['bezerra', 'idosa', 'preso', 'polícia', 'filha', 'confessou', 'josé', 'homem', 'estuprar', 'delegacia', '101', 'sogra', 'crime', 'prisão']","José Bezerra da Silva, 44 anos, foi preso em flagrante por estuprar a sogra, de 101, em Pombos, na Zona da Mata de Pernambuco.
A prisão foi feita após a filha da vítima descobrir, através de filmagens, que a idosa era violentada sexualmente.
O acusado do crime confessou tudo aos policiais.
Ela contou à Polícia que estava desconfiada do homem e que por isso tinha instalado câmeras de segurança escondidas.
Segundo informações da Polícia Civil, José Bezerra foi localizado em seu local de trabalho, confessou o crime e não resistiu à prisão.","https://claudia.abril.com.br/noticias/homem-e-preso-por-estuprar-a-proprio-sogra-de-101-anos/
",0
26,2019-03-08 15:09:00,Bolsonaro critica obrigatoriedade de curso do BB contra assédio moral e sexual,"['bolsonaro', 'critica', 'sexual', 'brasil', 'banco', 'mulher', 'obrigatoriedade', 'moral', 'assédio', 'mulheres', 'curso', 'bb', 'presidente', 'violência']","Veja mais opçõesNa avaliação do presidente, questões relacionadas a assédio moral e sexual, além de diversidade, deveriam ser tratadas na área da educação.
O curso ainda explica didaticamente o que é equidade de gênero, já que homens e mulheres são biologicamente diferentes.
O curso ainda fala sobre as relações de poder do homem sobre a mulher e trabalha para prevenir não apenas assédio sexual no trabalho, mas também a violência doméstica.
O BB lembra que as mulheres são as maiores vítimas do assédio sexual.
Questionado sobre a decisão do presidente de não exigir mais esse curso, o Banco do Brasil informou que não se manifestará.","https://oglobo.globo.com/sociedade/bolsonaro-critica-obrigatoriedade-de-curso-do-bb-contra-assedio-moral-sexual-23508236
",0
